Nom de l'objet,Programme,Adresse 1,Adresse 2,Adresse 3,Numéro postal,Localité,Canton - Département,Pays,Date de début de l'objet,Date de fin de l'objet,Concours ouvert à,Notes de l'objet,Auteurs,Rôle de l'auteur,Dossiers reliés,Pièces reliées
Concours-soumission des ponts sur la Lutrive pour l'autoroute du Léman N9,,,,,,Lutry,,Vaud,1970,1970,Invitation,"Concours de projets ouvert par le DTP représenté par le Bureau de construction des autoroutes entre six entreprises de travaux publics (franchissement des vallons de la Lutrive et du Macheret). Brève description BTSR 1970 p.362. Le jury est en fait un ""groupe d'experts"" fonctionnant comme jury (classement des projets, attribution de primes)","Vonlanthen, Hugo;Vouga, Jean-Pierre;Kollros, W;Piguet, Jean-Claude;Ruckli, Robert;Menn, Ch;Preisig, P;Hauri, H;Cérenville, Henri B. de ;Rey, Edmond;Dubray, R","Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré, suppléant",,
Concours d'aménagement à Veyrier,Aménagement,,,,,Veyrier,,Suisse,1971,24.04.1972,,,"Brera, Georges;Waltenspühl, Paul",;,0015.04.0115,
Concours international pour l'Université de Florence,,,,,,Firenze,,Italie,1971,,,Non reconnu par l'UIA. Pas d'autre indication dans le BTSR,,,,
Concours international pour la Foire de Dakar,,,,,,Dakar,,Senegal,1971,,International,Non reconnu par l'UIA. Pas d'autre indication dans le BTSR,,,,
Concours international pour la Foire de Dakar,,,,,,Dakar,,Senegal,1971,,International,Non reconnu par l'UIA. Pas d'autre indication dans le BTSR,,,,
Concours pour l'aménagement du noyau historique de la nouvelle Station fédérale de recherche en génie rural à Tänikon,,,,,,Ettenhausen,,Suisse,1971,1971,Invitation,"Ouvert par la Direction des constructions fédérales avec la collaboration de la Division de l'Agriculture sous forme de mandats d'avant-projets entre cinq architectes (forme d'organisation sans anonymat qualifiée de ""compétition"", nous la mentionnons comme concours), voir BTSR 1971 p.412. Accompagné d'un concours public pour le centre de technique rurale voisin","Grosgurin, Claude;Knoepfli, A",Juré;Expert,,
"Concours pour l'aménagement du noyau historique de la nouvelle Station fédérale de recherche en génie rural à Tänikon, jugement",,,,,,Ettenhausen,,Suisse,1971,,,Pas d'indication BTSR des autres résultats de cet appel d'avant-projets,Antoniol +;Huber +,1er  prix;1er  prix,,
concours pour la place de la Planta,Culture et vie sociale,,,,1950,Sion,,Suisse,1971,,,Les 4 bureaux associés obtiennent le 4ème prix.,"Burri, F &;Meyer, Charles-André;Kalbermatten, G de &;Morisod, Paul;Schwendener, P;Furrer, Edouard &","5e prix;Juré, président;5e prix;Architecte;Architecte;Architecte",0076.02.0027,
"Concours pour le centre de technique rurale de la nouvelle Station fédérale de recherche en génie rural à Tänikon, jugement",,,,,,Ettenhausen,,Suisse,1971,1971,,Station de recherches d'économie d'entreprise et de génie rural à Tänikon. Pas d'indication BTSR de dates de délibération. Douze projets remis dans les délais.  1er prix 10'000.-  2e prix 9'000.-  3e prix 7'000.-  4e prix 5'000.-  6e prix 3'000.-  7e prix 2'000.-  Un achat 4'000.-,"Team 68;Wagner, Hans, coll.;Wagner, Fischer;Off. constr. agric. de l'USP;Waser, Richi & +;Frei, Heiri +;Meier, Sam & +;Schmid, Peter E;Ass. Industrie et Agriculture;Erni, Jürg;Buolf, Vital;Schoch, Rudolf, coll.;Kaltschmidt, Peter, coll.;Federer, Kurt;Zehnder +;Affeltranger +;Klaiber +;Christen, Willi E",Achat;3e prix;3e prix;3e prix;2e prix;2e prix;2e prix;7e prix;4e prix;4e prix;4e prix;4e prix;4e prix;5e prix;6e prix;6e prix;6e prix;1er  prix,,
Concours pour le centre de technique rurale de la nouvelle Station fédérale de recherche en génie rural à Tänikon,,,,,,Ettenhausen,,Suisse,1971,1971,A. régional,"Station de recherches d'économie d'entreprise et de génie rural à Tänikon. Description partielle du programme BTSR 1971 p.412. Ouvert entre ""les architectes de la région nord-est de la Suisse"". Accompagné d'un appel d'avant-projets entre cinq architectes pour l'aménagement du noyau historique voisin. Pas d'indication BTSR de composition du jury (Claude Grosgurin en fait certainement partie) ni de dates d'ouverture ou de rendu","Grosgurin, Claude",Juré,,
"Concours pour un entrepôt de la poste et un atelier-garage de la centrale téléphonique de Nidau, à Bienne",,,,,,Bienne,,Suisse,1971,,,,"Schlup, Max",,0085.01.0016,
"Concours de projets en vue de l'aménagement du domaine de Viktoria, à Köniz-Wabern",,,,,,Köniz-Wabern,,Suisse,1972,1973,A. cantonal,"Ouvert par la Direction des constructions fédérales, mandatée par le Département fédéral de l'Intérieur, pour les nouveaux bâtiments de l'Office fédéral de statistiques entre les architectes établis dans le canton dès avant le 1.9.1971 et un bureau invité (probablement P. Steiger et associés à Zürich). Pas d'indication BTSR de dates d'ouverture ou de rendu","Zaugg, H;Hartenbach, M;Glaus, Otto;Haeberli, Eugen;Rüetschi, W;Huber, Jean Werner;Brugger, Frédéric","Juré;Juré;7e prix;Juré;Juré;Juré, suppléant;Juré, suppléant",,
"Concours pour les nouveaux bâtiments des deux stations de recherches agronomiques de Liebefeld-Berne, jugement",,,,,,Liebefeld,,Suisse,1972,,,Pas de dates de délibération indiquées par le BTSR. Dix projets remis.  1er prix 11'000.-  2e prix 8'000.-  3e prix 7'000.-  4e rang/prix 2'000.-  5e rang/prix 2'000.-  6e rang/prix 2'000.-  7e rang/prix 2'000.-,"Kissling, Werner &;Kiener, Rolf &;Suter & Suter;Maurer, H. U, coll.;Röthlisberger &;Michel &;Walther, Kurt, coll.;Pfister, Willy;Schindler, Ulrich, coll.;Rahm, Peter &;Schwaar, Jean-Pierre &;Zimmermann, Thomas, coll.;Bieri, Peter, coll.;Egger, Alois &;Peterhans, Werner &;Frey, Walter;Montmollin, Benoît de;Prati, J.-P, coll.",3e prix;3e prix;4e prix;7e prix;7e prix;7e prix;4e prix;4e prix;4e prix;5e prix;5e prix;6e prix;6e prix;6e prix;6e prix;6e prix;4e prix;1er  prix,,
Concours-soumission du viaduc du lac de la Gruyère (Autoroute N 12 Vevey-Berne),,,,,,Rossens,,Suisse,1972,8.1973,Invitation,Ouvert par la DTP du canton représentée par son Bureau des autoroutes en accord avec le Service fédéral des routes et des digues entre six associations d'entreprises et bureaux techniques. Pas d'indication BTSR de composition du jury ni de dates d'ouverture ou de rendu. Voir BTSR 1974 p.188. Le processus d'évaluation se déroule de juin 1972 (probablement préparation du concours) à janvier 1974,,,,
Concours-soumission du viaduc d'accès à la jonction d'Aigle de l'autoroute du Léman N9,,,,,,Aigle,,Vaud,1972,1972,,"Concours-soumission ouvert par le DTP, Bureau de construction des autoroutes, entre cinq entreprises de génie civil. Description du programme  voir BTSR 1973 p.57. Pas d'indication BTSR de dates d'ouverture ou de rendu. Groupe d'experts fonctionnant comme jury","Vonlanthen, Hugo;Vouga, Jean-Pierre;Kollros, W;Ruckli, Robert;Menn, Ch;Hauri, H;Cérenville, Henri B. de ;Badoux, Jean-Claude;Chappuis;Rey, Edmond;Dubray, R","Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré, suppléant;Juré;Juré, suppléant",,
"Concours-soumission du viaduc d'accès à la jonction d'Aigle de l'autoroute du Léman N9, jugement",,,,,,Aigle,,Vaud,1972,,,"Pas d'indication BTSR de dates de délibération, fin 1972 ou début 1973. L'ouvrage sera réalisé par Zwahlen & Mayr pour la charpente métallique. Cinq projets remis par les cinq équipes invitées.  1er prix 25'000.-  2e prix 21'000.-  3e prix 20'000.-  4e prix 15'000.-  5e prix 9'000.-   Chaque entreprise ou groupe d'entreprise travaille avec un bureau d'ingénieurs (seul Zschokke travaillant avec son propre burau technique)","Schmidt, E +;Schmidt, A +;Locher & Cie +;Oyex-Chessex & Cie +;Schalcher, W &;Favre, R &;Bader &;Losinger & Cie;Realini, Aldo &;Zschokke, Conrad SA;Zwahlen & Mayr +;Nibbio SA +;Piguet, bureau technique;Züblin, Ed. & Cie",1er  prix;1er  prix;4e prix;2e prix;4e prix;4e prix;3e prix;1er  prix;3e prix;5e prix;4e prix;4e prix;1er  prix;4e prix,,
Jury du concours de l'école secondaire de Neuenegg,,,,,,Neuenegg,,Suisse,1972,,,,"Schlup, Max",,0085.01.0048,
Concours d'idées pour le Centre d'enseignement secondaire supérieur de l'Est vaudois (CESSEV),,"Burier-dessus, lieu-dit",,,,La Tour-de-Peilz,,Vaud,1973,1974,A. cantonal,"Ouvert par le Conseil d'Etat, probablement entre les architectes du canton. Extraits du règlement et du programme BTSR 1974 p.355. Pas d'indication de dates d'ouverture ou de rendu dans le BTSR. Gudet et Reymond sont délégués, respectivement par les communes de Montreux et de La Tour-de-Peilz","Von Meiss, Pierre;Meuwly, Bernard;Raccoursier, Claude;Guex, J;Aellen, Kurt;Gudet, P;Reymond, Max 2;Collet, P;Golaz, D;Lienhard, Jacques;Musy, Eric;Dubochet, Jean-E;Rouyer, André","2e prix;Juré;Juré, absent;Juré;Juré;Juré;Juré;Juré;Expert;Juré, président;Juré, président;Juré, président;Secrétaire",,
"Concours de projets en vue de l'aménagement du domaine de Viktoria, à Köniz-Wabern, jugement",,,,,,Köniz-Wabern,,Suisse,1973,,,"Pas d'indication BTSR de dates de délibération. Vingt-deux projets remis dans les délais.  1er prix 35'000.-  2e pr9ix 32'000.-  3e prix 20'000.-  4e prix 18'000.-  5e prix 15'000.-  6e prix 12'000.-  7e prix 8'000.-  1er achat 5'000.-  2e achat 5'000.-  ""Le jury recommande au maître de l'ouvrage de charger les auterus des trois premiers projets classés d'en reprendre l'étude""","Zürcher, H. P, coll.;Walliman, U, coll.;Freund, P et associés;Berger &;Alexandrovic, S, coll.;Stebler, W, coll.;Emch &;Vagenknecht, L, coll.;Strasser, Ulysse &;Lienhard &;Hölzer, Manfred;Keller, Hans-Rudolf, coll.;Beyeler, Ruedi +;Hotz, Theo +;Daxelhofer, Ulrich &;Daxelhofer, Vizenz &;Daxelhofer, Henry &;Ott, Marcel, coll.;Weber &;Walter, Kurt, coll.;Pfister, Willy +;Schärer &;Hausmann-Schmid, Yvonne +;Hausmann-Schmid, Marc +;Hagi, Daniel, coll.;Stöckli, hannes, coll.;Althaus, Willi +;Althaus, Jürg +;Merz, Peter;Leu, Hansruedi;Meister, Franz;Zürcher, P, coll;Hartmann, J +;Dearden, R, coll.;Meyer, H;Steiger, Peter +;Branschi, J. P +;Naef, W, coll.;Habegger, Hans +;Schindler, Walter +;Eggimann, Alex",2e prix;2e prix;2e prix;1er  prix;2e prix;2e prix;1er  prix;4e prix;4e prix;4e prix;4e prix;4e prix;3e prix;Achat 1'000.-;5e prix;5e prix;5e prix;5e prix;6e prix;6e prix;6e prix;6e prix;6e prix;6e prix;6e prix;7e prix;7e prix;7e prix;7e prix;7e prix;Juré;2e achat;2e achat;2e achat;2e achat;2e achat;2e achat;2e achat;Achat 1'000.-;1er achat;1er achat,,
Concours de projets pour un Collège primaire et une halle de gymnastique à Cornaux,,,,,,Cornaux,,Suisse,1973,5.1974,Invitation,Pas d'indication de MO ni de date d'ouverture ou de rendu dans le BTSR,"Weber, Bernard;Waldvogel, Theodor;Wyss, Albert Ed;Desplands, André;Niklès, François;Murset, Hans;Boichat, Jean-Marie;Blant, René;Sauser, René","Juré;Juré, suppléant;Juré;Juré;Juré;Juré;Expert;Juré, suppléant;Juré, président",,
Concours par appel d'avant-projets relatifs aux bâtimenbts des places d'armes de Chamblon-sur-Yverdon et de Moudon,,,,,,Chamblon,,Suisse,1973,1973,,"Ouvert par la Direction des constructions fédérales, au nom du Groupement de l'instruction du DMF entre quatre bureaux d'architectes pour des bâtiments types dont la première série serait à réaliser à Chamblon d'une part, à Moudon d'autre part (voir sous le même nom d'objet, adresse Moudon, le concours étant un seul processus pour deux objets)",,,,
Concours par appel d'avant-projets relatifs aux bâtimenbts des places d'armes de Chamblon-sur-Yverdon et de Moudon,,,,,,Moudon,,Suisse,1973,1973,Invitation,"Ouvert par la Direction des constructions fédérales, au nom du Groupement de l'instruction du DMF entre quatre bureaux d'architectes pour des bâtiments types dont la première série serait à réaliser à Chamblon d'une part, à Moudon d'autre part. Une commission d'experts fonctionne à la manière d'un jury","Bovay, Pierre;Beutl, K;Vouga, Jean-Pierre;Butty, H;Bays, M;Grosgurin, Claude;Haeberli, Eugen;Liron, R;Haller, F;Codoni, A;Faucherre, M;Hubacher, H 2;König, D;Weber, K;Meuter, E",Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Juré;Expert;Expert;Expert,,
"Concours par appel d'avant-projets relatifs aux bâtimenbts des places d'armes de Chamblon-sur-Yverdon et de Moudon, jugement",,,,,,Moudon,,Suisse,1973,,,"Quatre projets remis. Il s'agit d'avant-projets (pas de prix). C'est le bureau de Lausanne qui est indiqué comme auteur du projet Suter & Suter. H. et M. Décoppet, A. et F. Dolci, D. Gudit et M. Vogel forment ensemble le ""Consortium d'Architectes Yverdonois""","Vogel, Marc +;Siegle, H &;Décoppet, M +;Atelier des Architectes associés;Annen, Michael &;Gudit, Daniel +;Dolci, Frank & +;Dolci, Aldo & +;Siebold, R &;Décoppet, H +;Suter & Suter",2e prix;Non recom. projet;Non recom. projet;2e prix;Non recom. projet;1er  prix;Non recom. projet;Non recom. projet;Non recom. projet;Non recom. projet;4e prix,,
"Concours pour la nouvelle Université de Calabre, jugement",,,,,,Cosenza,,,1973,,,Pas d'indication des résultats dans le BTSR,"Gregotti, Vittorio",1er  prix,,
concours pour le centre scolaire de Saint-Nicolas: projet Stägu,Enseignement et recherche,,,,3924,Saint-Nicolas,,Suisse,1973,,,Morisod et Furrer obtiennent le 3ème prix.,"Morisod, Paul;Furrer, Edouard &",Architecte;Architecte,0076.02.0028,
Concours pour le Groupe scolaire Arnold Reymond et bâtiment administratif communal,,,,,,Pully,,Suisse,1973,1974,Invit.+ a.comm.,Ouvert par la Municipalité entre les architectes domiciliés ou établis à Pully ou membres de la commission d'urbanisme communale ainsi que quatre architectes invités établis à Lausanne. Pas d'indication BTSR de dates d'ouverture ou de rendu,"Turuvanni, Pierre;Gonthier, Jean-Pierre;Tschumi, Alain-G;Meuwly, Bernard;Baudraz, Emile;Jaunin, Georges;Schwab, Jean-Jacques;Dousse, François;Raccoursier, Claude;Notz, Edgar;Jéquier, Eric;Gardet, Gilles;Meyer, René;Delisle, François 2;Brugger, Frédéric","Juré;Retenu avant-projet;Juré;Juré;Juré;3e prix;Juré;Juré;Juré, absent;Juré;Juré;Juré;Juré, président;Juré, vice-président;Juré, suppléant",,
"Concours pour le viaduc Piota Negra, zone Piottino de l'autoroute Chiasso-Saint-Gothard",,,,,,,,Suisse,1973,1973,Invitation,"Pas d'indication BTSR de dates d'ouverture ou de rendu, seul le président du jury est mentionné. Il s'agit vraisemblablement d'un ""concours-soumission"" entre six équipes invitées","Righetti, Argante","Juré, président",,
"Concours pour le viaduc Piota Negra, zone Piottino de l'autoroute Chiasso-Saint-Gothard, jugement",,,,,,,,Suisse,1973,,,Probablement six projets remis.  1er prix 60'000.-  2e prix 26'000.-  3e prix 24'000.-  4e prix 20'000.-  5e prix 19'000.-  6e prix 10'000.-,"Altmann, G;Zschokke & Wartmann AG;Bernardi, Benno;Toscano, E;Maggia, bureau d'ingénieurs;Stucki &;Hofacker &;Simona &",4e prix;3e prix;3e prix;5e prix;6e prix;1er  prix;1er  prix;1er  prix,,
Concours pour un Centre régional scolaire à Gampel,,,,,,Gampel,,Suisse,1973,1973,,"Pas d'indication BTSR de MO, date d'ouverture ou de rendu ni de composition du jury (il est certain que Charles Zimmermann en fait partie et probablement le préside)","Zimmermann, Charles",Juré,,
"Concours pour un Centre régional scolaire à Gampel, jugement",,,,,,Gampel,,Suisse,1973,,,Pas d'indication BTSR de dates de délibération ni de montant des primes. Vingt-trois projets remis. Un achat,"Meichtry, Arnold;Furrer, Xavier &;Jeiziner, Willy &;Hänni, Rupert;Meyer, Charles-André;Grünwald, Félix +;Schmid, F +;Bützberger, Jean;Zurbriggen, Otto +;Zengaffinen, Albert, coll.;Baum, Robert +","2e prix;1er  prix;1er  prix;3e prix;Juré, président;5e prix;5e prix;6e prix;3e prix;1er  prix;3e prix",,
Concours pour un Collège régional à Loèche,,,,,,Leuk/Loèche,,Suisse,1973,11.1973,A. cantonal,"Pas d'indication de MO, de dates d'ouverture ou de rendu ni de conditions de participation (probablement entre architectes valaisans ou établis dans le canton) dans le BTSR","Gnägi, Albert;Lorétan, William;Anderegg, Ernst;Zumstein, Robert;Lanzrein, Peter;Eyer, Erwin;Marty, Herbert;Zimmermann, Charles",Juré;Juré;Juré;Juré;1er  prix;Juré;Juré;Juré,,
"Concours d'idées pour le Centre d'enseignement secondaire supérieur de l'Est vaudois (CESSEV), jugement",,"Burier-dessus, lieu-dit",,,,La Tour-de-Peilz,,Vaud,1974,,,Extrait du rapport du jury BTSR 1974 p.355.  Quarante-cinq projets remis.  1er prix 22'000.-  2e prix 16'000.-  3e prix 14'000.-  4e prix 10'000.-  5e prix 9'000.-  6e prix 7'500.-  7e prix 6'500.-  8e prix 5'000.-  Deux achats (Nicollier/Sillig; Collomb/ Kreil/Abett/Lyon/Goldmann) 5'000.- chacun  Remarques p.358 de la part d'André Rouyer,"Goldmann, H. J &;Abett, Raphaël &;Sillig, François +;Lyon, René &;Nicollier, J +;Kreil, Manfred &;Collomb, Henri &;Junod, Blaise +;Matti, M +;Matti, Hans +;Vouga, Bernard;Froidevaux, René &;Lonchamp, Jacques &;Messmer, Roger +;Politta, François +;Cordey, J.-F +;Boschetti, Fonso;Veillard, S, coll.;Desponds, D, coll.;Lack, Roger;Bachmann, François +;Meier, François +;Vionnet, Marius",Achat;Achat;Achat;Achat;Achat;Achat;Achat;3e prix;3e prix;3e prix;4e prix;3e prix;3e prix;3e prix;8e prix;8e prix;Juré;5e prix;5e prix;3e prix;10e prix;10e prix;Juré,,
"Concours International Hotel, à Abu Dhabi",Hôtellerie et tourisme,,,,,Abu Dhabi,,Emirates Arabes,1974,1974,,"Complexe hôtelier en bord de mer dans une zone touristique.;Bâtiment articulé en Y, de 18 niveaux, accueillant l'hôtel proprement dit avec les chambres. Entre les ailes de ce ""Y"", annexe sur 1 niveau (?) pour la réception. De part et d'autre du bâtiment principal en direction de la mer, des contructions basses: d'une part,  salle de congrès, de banquet, cinéma et théatre, bars, restaurant; de l'autre côté, magasins, centre sportif, night club, et casino. Un aménagement portuaire est prévu, avec un canal rejoignant le bâtiment principal, partageant ainsi le complexe en deux","Gaillard, André",Architecte,0143.04.0219,
